cid,doi,literature_type,formula,smile,fingerprint,topological,weight,heavy_atom,type,label
70400,WO-2024260662-A1,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,LMB,1
70400,US-5702845-A,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,LIB,0
70400,US-4139681-A,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,LMB,0
70400,CN-117887109-A,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,LMB,1
70400,US-2012183866-A1,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,LIB,1
70400,US-2011039155-A1,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,LIB,1
70400,US-4279976-A,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,LIB,0
70400,CN-118117108-A,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,Other,0
70400,US-8722242-B2,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,MIB,0
84742,US-2010009266-A1,patent,C9H21BO6,B(OCCOC)(OCCOC)OCCOC,00000371E2703800000000000000000000000000000000000000000000000000000000000000081A00000000000000A080020200000004000000000000000000000000000000000000000100000000000000000000000200000000000000000000000000000000000000000000000000000000,55.4,236.1431186,16,LIB,0
10703628,JP-2010212153-A,patent,C10H15BO2S,B1(OC(C(O1)(C)C)(C)C)C2=CC=CS2,00000371C2703000400000000000000000000000000122400000000000000000000000018000281A04000000000C4484D000B201800000088400204200000300802008104888180000880920002001000000000000002000000000000880000000000000000000000000000000000000000000,46.7,210.0885811,14,LIB,1
10703628,US-2022131148-A1,patent,C10H15BO2S,B1(OC(C(O1)(C)C)(C)C)C2=CC=CS2,00000371C2703000400000000000000000000000000122400000000000000000000000018000281A04000000000C4484D000B201800000088400204200000300802008104888180000880920002001000000000000002000000000000880000000000000000000000000000000000000000000,46.7,210.0885811,14,LIB,1
10703628,US-12224439-B2,patent,C10H15BO2S,B1(OC(C(O1)(C)C)(C)C)C2=CC=CS2,00000371C2703000400000000000000000000000000122400000000000000000000000018000281A04000000000C4484D000B201800000088400204200000300802008104888180000880920002001000000000000002000000000000880000000000000000000000000000000000000000000,46.7,210.0885811,14,Other,0
10703628,US-2020388885-A1,patent,C10H15BO2S,B1(OC(C(O1)(C)C)(C)C)C2=CC=CS2,00000371C2703000400000000000000000000000000122400000000000000000000000018000281A04000000000C4484D000B201800000088400204200000300802008104888180000880920002001000000000000002000000000000880000000000000000000000000000000000000000000,46.7,210.0885811,14,LIB,1
15764247,CN-116082640-B,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,LIB,0
15764247,EP-4087007-A1,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,LIB,1
15764247,US-2021359338-A1,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,LMB,0
15764247,US-2020006811-A1,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,LIB,1
15764247,KR-20130012007-A,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,LIB,0
15764247,CN-111490290-A,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,LIB,1
15764247,US-10535873-B2,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,LIB,0
15764247,JP-WO2019039566-A1,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,LIB,1
15764247,KR-101587209-B1,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,LIB,0
15764247,CN-1184224-C,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,Other,-1
15764247,US-10553862-B2,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,LIB,0
15764247,WO-2023234209-A1,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,Other,-1
15764247,US-6589697-B2,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,LIB,1
15764247,JP-WO2019193873-A1,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,LIB,1
15764247,CN-109216769-A,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,LMB,1
15764247,KR-20130109534-A,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,LIB,0
15764247,CN-116986573-A,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,LIB,0
15764247,KR-20200041882-A,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,LIB,0
15764247,US-10903530-B2,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,LIB,1
15764247,CN-115485878-A,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,LIB,1
15764247,KR-20090071466-A,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,LIB,1
15764247,US-10826057-B2,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,LIB,0
15764247,US-9048494-B2,patent,B4Li2O7,[Li+].[Li+].B(=O)OB([O-])OB([O-])OB=O,000003710F8038000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,108.0,170.0336299,13,Other,0
