cid,smiles
90222966,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=C(C=C3)N4C5=C(C6=CC=CC=C64)C7=C(C=CC8=C7N(C=C8)C9=CC=CC=C9)C=C5
91724225,B(C1=CC=CC=C1)(C2=CC=CC=C2)/C(=C(/C3=CC=CC=C3)\C(=C(\C)/C4=CC=CC=C4)\C5=CC=CC=C5)/C6=CC=CC=C6
90084325,B(C)(N1C(=CC=C1/C(=C\2/C=CC(=N2)C)/C3=CC=CC=C3)C)F
58204434,B1(OC(C(O1)(C)C)(C)C)C2=CN(N=C2)C(C)(C)C(=O)OCC
72214310,B1(OC(C(O1)(C)C)(C)C)C2=CC(=O)C=C(N2)Cl
66509405,B1(OC(C(O1)(C)C)(C)C)C2=NN(C=C2)C(C)C
72214357,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=N2)Cl)C=O
45785985,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NC=C2)C(C)(C)C
24208797,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=C2)OCC3CC3
22180790,B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(C=C2)F)C#N
67399421,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)Cl)OCC
45786185,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NC(=N2)C)C3=CC=CC=C3C(F)(F)F
24208792,B1(OC(C(O1)(C)C)(C)C)C2=C(N=CC=C2)OC3CCCC3
58540750,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)N)C#N
92007347,B(C1=CC=C(S1)/C=C/C2=CC=C(C=C2)/C=C/C3=CC=CS3)(C4=C(C=C(C=C4C)C)C)C5=C(C=C(C=C5C)C)C
70793384,B(C1=CC=C(C=C1)C)(C2=CC=C(C=C2)C)/C(=C(/C3=CC=C(C=C3)C)\C4=CC=CC=N4)/C5=CC=C(C=C5)C
5369997,CC1=C(C(CCC1)(C)C)C/C=C(\C)/C=O
22993057,B(OC)(OC)OC1=C(C(=C(C(=C1F)F)F)F)F
248386,B(OCCOCCCC)(OCCOCCCC)OCCOCCCC
57416442,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=C2)N3CCOC3=O
74890423,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(N2CC3=CC=C(C=C3)OC)C(=O)OC
72216220,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=N2)C(F)(F)F)C(=O)C
45785906,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=N2)N3CCCC(C3)C
72214298,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=N2)C(=O)C)OC
45786004,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NC=C2)C3=CC=CC=C3F
45786339,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CO2)C3CC3
17750508,B1(OC(C(O1)(C)C)(C)C)C2=NC(=CC=C2)OC
